YYYY-MM-DD,hh:mm:ss,Status,Interval [s],n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,RI [mm/h],RA [mm],RAT [mm]
2012-08-20,15:27:00,,30,0,0,1,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.263,0.002,328.119
2012-08-20,15:27:30,,30,0,0,1,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0.14,0.001,328.121
2012-08-20,15:28:00,,30,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0.0,328.121
2012-08-20,15:28:30,,30,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.001,328.122
2012-08-20,15:29:00,,30,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.0,328.122
2012-08-20,15:29:30,,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.0,328.122
2012-08-20,15:30:00,,30,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.0,328.123
2012-08-20,15:30:30,,30,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.001,328.123
2012-08-20,15:31:00,,30,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066,0.001,328.124
2012-08-20,15:31:30,,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.0,328.124
2012-08-20,15:32:00,,30,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.0,328.125
2012-08-20,15:32:30,,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.0,328.125
2012-08-20,15:33:00,,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.0,328.125
2012-08-20,15:33:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:34:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:34:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:35:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:35:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:36:00,,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0,328.125
2012-08-20,15:36:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:37:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:37:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:38:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:38:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:39:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:39:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:40:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:40:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
2012-08-20,15:41:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,328.125
