YYYY-MM-DD,hh:mm:ss,Status,Interval [s],n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,RI [mm/h],RA [mm],RAT [mm]
2012-07-29,15:27:00,,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0.0,172.968
2012-07-29,15:27:30,,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0,172.968
2012-07-29,15:28:00,,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.0,172.968
2012-07-29,15:28:30,,30,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0,172.968
2012-07-29,15:29:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,172.968
2012-07-29,15:29:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,172.968
2012-07-29,15:30:00,,30,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.0,172.968
2012-07-29,15:30:30,,30,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0.0,172.968
2012-07-29,15:31:00,,30,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.046,0.0,172.969
2012-07-29,15:31:30,,30,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.001,172.969
2012-07-29,15:32:00,,30,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.001,172.971
2012-07-29,15:32:30,,30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0.0,172.971
2012-07-29,15:33:00,,30,0,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0.0,172.971
2012-07-29,15:33:30,,30,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0.001,172.973
2012-07-29,15:34:00,,30,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0.001,172.973
2012-07-29,15:34:30,,30,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.001,172.974
2012-07-29,15:35:00,,30,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.0,172.974
2012-07-29,15:35:30,,30,0,1,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.001,172.975
2012-07-29,15:36:00,,30,0,3,0,2,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.001,172.976
2012-07-29,15:36:30,,30,0,1,1,2,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.001,172.977
2012-07-29,15:37:00,,30,0,2,0,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087,0.001,172.978
2012-07-29,15:37:30,,30,0,0,1,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.001,172.978
2012-07-29,15:38:00,,30,0,0,1,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.001,172.979
2012-07-29,15:38:30,,30,0,1,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074,0.001,172.98
2012-07-29,15:39:00,,30,0,2,3,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.001,172.98
2012-07-29,15:39:30,,30,0,1,5,15,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0.003,172.983
2012-07-29,15:40:00,,30,0,0,4,10,4,3,11,3,0,0,1,0,0,0,0,0,0,0,0,0,0.464,0.004,172.987
2012-07-29,15:40:30,,30,0,2,2,4,2,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0.25,0.002,172.989
2012-07-29,15:41:00,,30,0,3,4,2,2,1,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0.477,0.004,172.993
2012-07-29,15:41:30,,30,0,1,3,6,1,6,5,1,3,5,2,1,0,0,0,0,0,0,0,0,0.948,0.008,173.001
2012-07-29,15:42:00,,30,1,3,4,4,3,16,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0.632,0.005,173.006
2012-07-29,15:42:30,,30,0,2,1,0,1,14,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0.457,0.004,173.01
2012-07-29,15:43:00,,30,0,3,1,1,3,14,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0.327,0.003,173.013
2012-07-29,15:43:30,,30,0,3,2,1,6,14,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0.411,0.003,173.016
2012-07-29,15:44:00,,30,0,6,2,0,8,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.002,173.018
2012-07-29,15:44:30,,30,1,6,2,2,11,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0.003,173.021
2012-07-29,15:45:00,,30,1,1,2,2,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204,0.002,173.023
2012-07-29,15:45:30,,30,0,2,2,2,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0.001,173.024
2012-07-29,15:46:00,,30,0,5,1,5,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0.001,173.025
2012-07-29,15:46:30,,30,0,0,1,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.001,173.026
2012-07-29,15:47:00,,30,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.001,173.026
2012-07-29,15:47:30,,30,1,1,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.0,173.027
2012-07-29,15:48:00,,30,0,0,2,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0.0,173.027
2012-07-29,15:48:30,,30,0,1,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.0,173.028
2012-07-29,15:49:00,,30,0,0,5,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0.001,173.028
2012-07-29,15:49:30,,30,0,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0.0,173.029
2012-07-29,15:50:00,,30,0,4,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.0,173.029
2012-07-29,15:50:30,,30,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.0,173.029
2012-07-29,15:51:00,,30,0,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.0,173.03
2012-07-29,15:51:30,,30,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.0,173.03
2012-07-29,15:52:00,,30,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0.0,173.03
2012-07-29,15:52:30,,30,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0,173.03
2012-07-29,15:53:00,,30,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.0,173.03
2012-07-29,15:53:30,,30,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.0,173.03
2012-07-29,15:54:00,,30,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0.0,173.03
2012-07-29,15:54:30,,30,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0,173.03
2012-07-29,15:55:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,173.03
2012-07-29,15:55:30,,30,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0,173.03
2012-07-29,15:56:00,,30,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.0,173.031
2012-07-29,15:56:30,,30,0,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.0,173.031
2012-07-29,15:57:00,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,173.031
2012-07-29,15:57:30,,30,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.0,173.031
2012-07-29,15:58:00,,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0.0,173.031
2012-07-29,15:58:30,,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,173.031
